B cell	Colon	Erythrocytes	Granulocytes	Megakaryocytes	Monocytes	NK cell	Stomach	T cell
ENSG00000118113	0.109487179487179	0.120332188703466	0.021	231.537142857143	0.0433333333333333	15.9670689655172	0	0.230435445682451	1.18238095238095
ENSG00000140932	0.485128205128205	0.540530320924262	0.048	46.7410714285714	0.606666666666667	1.27362068965517	0.0625	0.828420974930362	0.0228571428571429
ENSG00000162747	0.0343589743589744	0.910766920410783	0.122	303.419285714286	0.0166666666666667	3.44862068965517	2.105	2.11702721448468	0.0819047619047619
ENSG00000163221	0.321025641025641	5.43275831835687	2.441	1310.29857142857	0	77.4594827586207	0.02	9.56282618384401	1.59714285714286
ENSG00000163421	0.0197435897435897	0.666666608472401	0.453	56.5482142857143	0.73	1.92344827586207	0.01	1.00751025069638	0.214761904761905
ENSG00000163464	0.00358974358974359	0.591172758664955	0.069	61.2896428571429	0	0.474827586206897	0.87	1.45492136490251	0.030952380952381
ENSG00000172232	0.244102564102564	0.367673658536585	1.477	97.3325	0.0466666666666667	2.26844827586207	0.0175	0.249420752089136	0.978095238095238
ENSG00000173535	0.102051282051282	0.711302785622593	0.234	151.344285714286	0.421666666666667	2.10120689655172	0	1.01944504178273	0.0747619047619048
ENSG00000179869	0.0217948717948718	0.0404105596919127	0.207	28.5192857142857	0.146666666666667	0.46051724137931	0	0.011188	0.327619047619048
ENSG00000180871	0.0228205128205128	0.427333884467266	6.83	115.683928571429	0.303333333333333	1.22189655172414	2.01	0.941369470752089	0.0409523809523809
ENSG00000186529	0.0323076923076923	1.49890414762516	0.369	54.3425	0.166666666666667	0.513965517241379	0	2.17465459610028	0.125714285714286
ENSG00000196415	0.102051282051282	0.213464659820282	1.571	65.2046428571429	0.00166666666666667	0.336206896551724	0.0075	0.131404596100279	0.78
ENSG00000197561	0.191282051282051	3.35045401797176	1.64	110.1125	0.045	2.74155172413793	0	2.21165479108635	1.27190476190476
ENSG00000200840	0.00974358974358974	0.0190827599486521	0	5.30142857142857	0	0.401206896551724	0	0.0409610027855153	0
ENSG00000218809	0.0135897435897436	0.093269756097561	0.224	32.5164285714286	0.221666666666667	1.49068965517241	0	0.164733426183844	0.00333333333333333
ENSG00000257335	0.0648717948717949	0.518432706033376	0.089	61.8160714285714	0.511666666666667	1.40741379310345	0.6925	0.732981169916435	0.0880952380952381
ENSG00000268240	0.00230769230769231	0.0253431193838254	0.019	5.37428571428571	0.02	0.167413793103448	0	0.0222417548746518	0.000952380952380952
ENSG00000276568	0.0235897435897436	0.0217538254172015	0.033	8.42285714285714	0.103333333333333	0.171724137931034	0	0.0176112256267409	0.0204761904761905
ENSG00000281017	0.116410256410256	0	0	129.950357142857	0	0	0	0	0
ENSG00000005961	0.325384615384615	0.861955609756098	32.701	0.7975	634.08	2.84189655172414	0.1075	0.734959025069638	0.18952380952381
ENSG00000041353	0.01	1.50335032092426	9.379	0.153571428571429	348.013333333333	0.666724137931034	1.4925	9.55459442896936	0.375238095238095
ENSG00000088053	0.0528205128205128	0.382975532734275	0.516	0.0885714285714286	39.07	0.205862068965517	0.0325	0.26888782729805	0.0176190476190476
ENSG00000088726	0.0187179487179487	0.0420668125802311	1.575	0.135	133.448333333333	0.765344827586207	0	0.143407376044568	0.019047619047619
ENSG00000101162	0.0664102564102564	0.310122747111682	14.709	1.405	314.476666666667	4.40275862068966	0.0125	0.368952534818942	0.216666666666667
ENSG00000109272	0.0151282051282051	0.127255391527599	0.489	0.184285714285714	88.9183333333333	0.56948275862069	0.0025	0.0492908077994429	0.0514285714285714
ENSG00000111644	0.647692307692308	1.73448061617458	2.132	1.035	170.803333333333	4.31568965517241	0.3075	1.98214791086351	0.267619047619048
ENSG00000113924	0.246153846153846	7.23719073170732	5.76	0.0489285714285714	329.496666666667	0.602241379310345	0.05	17.0012506963788	0.471904761904762
ENSG00000113946	0.00282051282051282	0.0133125827984596	0.076	0	8.90166666666667	0.0101724137931034	0	0.0120289415041783	0
ENSG00000117400	0.000769230769230769	0.260373748395379	0.717	0.0185714285714286	16.5066666666667	0.106551724137931	0	0.184393231197772	0.00285714285714286
ENSG00000134548	0.0687179487179487	0.482587214377407	0.989	0.0117857142857143	26.355	0.168448275862069	0.0025	0.569412618384401	0.0338095238095238
ENSG00000138722	0.722820512820513	16.3643614890886	5.181	0.0578571428571429	450.355	0.561379310344828	0.07	8.68961532033426	0.317142857142857
ENSG00000138798	0.0125641025641026	0.482121263157895	0.3	0.0507142857142857	20.48	0.203965517241379	0.0025	0.0278601030640669	0.0133333333333333
ENSG00000139174	1.71666666666667	2.59335288831836	0.663	0.0185714285714286	61.4116666666667	0.142241379310345	0	1.43405264623955	0.00857142857142857
ENSG00000150681	0.249487179487179	0.891080937098845	10.582	39.55	795.375	12.2196551724138	0.0575	0.643231225626741	0.41
ENSG00000151023	0.021025641025641	0.0986945237483954	0.192	0.0225	14.675	0.517586206896552	0	0.181021623955432	0.0133333333333333
ENSG00000153347	0.0171794871794872	0.0324737997432606	0.203	0.0185714285714286	6.08	0.139137931034483	0	0.0850572200557103	0.010952380952381
ENSG00000161911	0.0392307692307692	0.236484685494223	2.689	0.145714285714286	138.753333333333	4.76551724137931	0.0025	0.213748997214485	0.0333333333333333
ENSG00000163092	0.00769230769230769	0.100892465982028	0.129	0.00214285714285714	6.255	0.0112068965517241	0.005	0.0562652311977716	0.000476190476190476
ENSG00000163736	0.234102564102564	0.141106919127086	217.446	2.07214285714286	15841.8933333333	50.3891379310345	0.09	0.317537103064067	1.6847619047619
ENSG00000163737	0.134615384615385	0.639112772785623	55.427	1.04857142857143	5021.50333333333	7.82068965517241	0.0275	0.995364289693593	0.501904761904762
ENSG00000165682	0.00307692307692308	0.0464588125802311	8.542	0.111785714285714	588.305	1.57413793103448	0.0025	0.0459826796657382	0.0204761904761905
ENSG00000166035	0.0612820512820513	0.312168549422336	0.387	0.0257142857142857	23.4983333333333	0.0793103448275862	0.3075	0.219051504178273	0.151428571428571
ENSG00000166091	0.0343589743589744	6.82712996148909	3.588	0.103571428571429	164.133333333333	0.728275862068966	0.0025	1.93421793871866	0.0385714285714286
ENSG00000169224	0.0130769230769231	0.49428544801027	11.865	0.0875	283.705	2.99155172413793	0.015	0.505322841225627	0.0133333333333333
ENSG00000169704	0.0417948717948718	0.219549807445443	0.827	0.2075	119.031666666667	0.432758620689655	0.0075	0.105538272980501	0.0280952380952381
ENSG00000174175	0.0851282051282051	6.91779922978177	7.168	0.337142857142857	661.41	0.639137931034483	0.0125	5.26603231197772	0.255238095238095
ENSG00000178732	0.0161538461538462	0.108364856225931	0.12	0.0282142857142857	11.3316666666667	0.0474137931034483	0.0325	0.0806417437325905	0.61952380952381
ENSG00000182732	0.0497435897435897	0.625855314505777	3.306	0.535714285714286	49.57	0.156551724137931	0.005	0.314490442896936	0.00904761904761905
ENSG00000183785	1.21051282051282	0.162707137355584	0.541	0.0864285714285714	53.1833333333333	1.22344827586207	0.125	0.27010852367688	0.206666666666667
ENSG00000185245	0.0635897435897436	1.13869540436457	1.051	0.0639285714285714	74.8316666666667	0.864137931034483	0	0.664811364902507	0.00619047619047619
ENSG00000185559	0.0148717948717949	0.125969739409499	0.436	0.00785714285714286	14.0816666666667	0.00275862068965517	0	0.537054506963788	0.0019047619047619
ENSG00000197959	0.249230769230769	1.46848716302953	2.322	0.126071428571429	137.875	1.10431034482759	0.1	1.19118189415042	0.411904761904762
ENSG00000198452	0	0.0550442747111682	1.005	0.00642857142857143	33.6983333333333	0.0246551724137931	0	0.0536160167130919	0.000476190476190476
ENSG00000199927	0	0	0	0	8.55166666666667	0	0	0	0
ENSG00000203395	0.0384615384615385	0.0134636636713736	0.143	0.0117857142857143	5.95833333333333	0.095	0	0.00962069637883008	0.000952380952380952
ENSG00000203618	0.0230769230769231	0	0.433	0.824285714285714	19.0283333333333	0.408620689655172	0	0	0.0133333333333333
ENSG00000204420	0.0487179487179487	0.561910783055199	9.597	0.295357142857143	290.568333333333	1.49465517241379	0.075	0.511717771587744	0.0257142857142857
ENSG00000204424	0.00538461538461538	0.0337446084724005	3.538	0.0878571428571429	176.666666666667	0.44448275862069	0	0.0231594428969359	0.00857142857142857
ENSG00000225231	0.00846153846153846	0.0779213478818999	0.195	0.778928571428571	14.2783333333333	0.210689655172414	0.0425	0.0705914484679666	0.0238095238095238
ENSG00000225746	0.0158974358974359	0.261483901155327	1.633	0.141428571428571	30.095	0.075	0.0125	0.243699019498607	0.0295238095238095
ENSG00000226510	0.0153846153846154	0.127602002567394	0.334	0.000357142857142857	12.1916666666667	0.0127586206896552	0.0025	0.041784651810585	0.00380952380952381
ENSG00000228651	0.00487179487179487	0.0834251604621309	0.578	0.0025	15.56	0.987241379310345	0	0.0535740389972145	0.00476190476190476
ENSG00000232018	0.000769230769230769	0	1.213	0.0228571428571429	13.4416666666667	0.0208620689655172	0	0	0.00857142857142857
ENSG00000233968	0.00846153846153846	0.374652644415918	11.756	0.0178571428571429	549.738333333333	0.927586206896552	0	0.44302922005571	0.0185714285714286
ENSG00000240454	0.018974358974359	0.0309211296534018	0	0.0121428571428571	6.63	0.0429310344827586	0	0.0555805013927577	0
ENSG00000243592	0.0469230769230769	0.084352297817715	0.146	0.0228571428571429	5.67	0.224827586206897	0	0.075529721448468	0.0261904761904762
ENSG00000244355	0.0115384615384615	4.0225090885751	2.374	0.00678571428571429	123.181666666667	0.00844827586206896	0.005	0.113411253481894	0.0019047619047619
ENSG00000250641	0.00666666666666667	0	3.117	0.00857142857142857	200.953333333333	0.0129310344827586	0	0	0.00238095238095238
ENSG00000253073	0	0.0021806161745828	0	0	5.41333333333333	0	0	0.0012924791086351	0
ENSG00000253227	0.00128205128205128	0.0216045571245186	0.26	0	10.03	0.159310344827586	0	0.0147975208913649	0
ENSG00000254877	0.249487179487179	0.0424464826700899	0.092	0.00285714285714286	5.59833333333333	0.056551724137931	0	0.0506179665738162	0
ENSG00000255189	0.00205128205128205	0.0197924929396662	0.089	0	9.47666666666667	0.0132758620689655	0	0.0225143732590529	0
ENSG00000255240	0.91	0.076425540436457	0.362	0.01	22.315	0.251379310344828	0	0.072636295264624	0.00714285714285714
ENSG00000257653	0.203333333333333	0	0.08	0.00142857142857143	8.035	0.0293103448275862	0	0	0
ENSG00000258399	0.00564102564102564	0	0.47	0.0292857142857143	9.725	0.0353448275862069	0	0	0.00523809523809524
ENSG00000259207	0.148974358974359	24.0409500641849	4.129	0.346428571428571	341.83	3.31689655172414	0.0025	5.79757353760446	0.122857142857143
ENSG00000259719	0.0317948717948718	0.131441129653402	0.317	0.385714285714286	18.4783333333333	0.200689655172414	0.015	0.106437158774373	0.0428571428571429
ENSG00000267279	0.00307692307692308	0.200351527599487	3.178	0.0214285714285714	113.395	0.488275862068966	0	0.189987966573816	0.00476190476190476
ENSG00000267311	0.00102564102564103	0.0236745442875481	0.097	0.00392857142857143	6.32333333333333	0.015	0.1025	0.117209665738162	0.0257142857142857
ENSG00000280441	0.02	0.0125459679075738	0.256	0.00321428571428571	9.63666666666667	0.000344827586206897	0	0.011142713091922	0
ENSG00000281535	0	0	0.006	0	19.98	0	0	0	0.0114285714285714
ENSG00000281710	0	0	0.691	0	11.2433333333333	0	0	0	0
ENSG00000038945	0.599487179487179	2.74000949935815	0.265	0.0278571428571429	0.251666666666667	182.435	0	1.60362284122563	0.0371428571428571
ENSG00000095970	0.0146153846153846	1.57131224646983	0.042	0.0628571428571429	0.495	97.7037931034483	0	1.09286231197772	0.00904761904761905
ENSG00000102962	0.0471794871794872	0.451969820282413	0.038	0.000357142857142857	0.246666666666667	288.15275862069	0	0.378021896935933	0.11047619047619
ENSG00000102970	0.777948717948718	0.353082554557125	0.01	0.00107142857142857	0	762.535517241379	0	0.35407504178273	0.667619047619048
ENSG00000115919	2.73974358974359	0.265054916559692	0.971	0.314642857142857	2.23666666666667	83.9279310344828	0.015	0.269579192200557	0.0338095238095238
ENSG00000118785	0.743076923076923	45.147215661104	1.132	1.69214285714286	26.5516666666667	827.729137931035	0	13.9278484679666	0.0242857142857143
ENSG00000134668	0.0174358974358974	0.418374292682927	0.011	0.0221428571428571	0.0633333333333333	23.8939655172414	0	0.997702423398329	0.010952380952381
ENSG00000137673	0.0315384615384615	0.264995391527599	0.108	0.000714285714285714	0.385	65.8724137931034	0	1.35260991643454	0.00238095238095238
ENSG00000145107	0.00871794871794872	0.0846978562259307	0.062	0.0025	0.646666666666667	193.843965517241	0.15	0.0587266295264624	0.050952380952381
ENSG00000146070	0.00820512820512821	1.91252449293967	0.915	0.0282142857142857	1.135	130.440517241379	0	0.778443899721448	0.0119047619047619
ENSG00000147614	0.00384615384615385	0.510097364569961	0.032	0.00107142857142857	0.283333333333333	9.29810344827586	0	0.11113243454039	0
ENSG00000158477	0.483076923076923	0.0516436046213094	0.051	0.00321428571428571	0.351666666666667	12.6689655172414	0	0.0389120501392758	0
ENSG00000158485	0.00307692307692308	0.0779867522464698	0.004	0.00214285714285714	0	13.8958620689655	0	0.0736503621169916	0
ENSG00000158488	0.0176923076923077	0.373894133504493	0.012	0.00535714285714286	0.0133333333333333	9.25706896551724	0	0.268067298050139	0
ENSG00000162723	0.0133333333333333	0.0595004492939666	0.061	0.00142857142857143	0.0533333333333333	9.46827586206897	0	0.114856072423398	0.00142857142857143
ENSG00000164935	0.00564102564102564	0.0257272195121951	0.033	0.0025	0.395	83.1841379310345	0	0.0282271448467967	0.00571428571428571
ENSG00000172551	0.00743589743589744	0.180335044929397	0.007	0.00642857142857143	0.0933333333333333	5.79310344827586	0	0.147369498607242	0.00476190476190476
ENSG00000185640	0	0.0683257779204108	0.07	0.000714285714285714	0.02	10.0096551724138	0.0025	0.0472292729805014	0.000476190476190476
ENSG00000186407	0.0192307692307692	1.78946889602054	1.001	0.231428571428571	0.035	45.0603448275862	0	1.70714595543175	0.000476190476190476
ENSG00000197632	0.00846153846153846	0.369551525032092	0.66	0.981785714285714	0.025	45.0544827586207	0.005	0.716210752089137	0.00952380952380952
ENSG00000199631	0.664871794871795	1.79804762516046	0	0	0	77.5805172413793	0	1.37613871866295	0
ENSG00000199744	1.27923076923077	0	0	0	0	18.5722413793103	0	0	0
ENSG00000199753	2.69025641025641	0.110872272143774	0	0	0	177.634827586207	0	0.0818278551532033	0
ENSG00000200084	0.360512820512821	2.0131944801027	0	0	0	41.8206896551724	0	1.74684930362117	0
ENSG00000200506	0.00743589743589744	0.0141723876765083	0	0	0	5.90275862068966	0	0.0445874651810585	0
ENSG00000201078	0.00153846153846154	0.0148423106546855	0	0	0	9.52862068965517	0.0125	0.0107441504178273	0.00238095238095238
ENSG00000201675	0	0	0	0	0	13.1410344827586	0	0	0
ENSG00000201901	0.0520512820512821	0.00413649550706033	0.035	0.00214285714285714	0.125	20.0841379310345	0	0.00343175487465181	0
ENSG00000202252	0.0753846153846154	0	0	0	0	99.3596551724138	0	0	0
ENSG00000202357	0.01	0.0180098459563543	1.961	0	0	20.7256896551724	0	0.0794245125348189	0
ENSG00000202503	0	0.116638125802311	0	0	0	57.3096551724138	0	0.0950894150417827	0
ENSG00000206602	0.608717948717949	0.0334134788189987	0	0	0	24.8839655172414	0	0.0258069637883008	0
ENSG00000206611	0.164871794871795	0	0	0	0	6.4551724137931	0	0	0
ENSG00000206775	0.349230769230769	0.00535905006418485	0	0	0	5.59068965517241	0	0.00857270194986073	0
ENSG00000206979	0	0.00211399229781771	0	0	0	5.98913793103448	0	0	0
ENSG00000207118	0.712820512820513	0	0	0	0	9.12155172413793	0	0	0
ENSG00000207241	0.165641025641026	0	0	0	0	11.133275862069	0	0	0
ENSG00000207280	0.213333333333333	0.128469961489089	0	0	0	16.7668965517241	0	0.152270752089136	0
ENSG00000209702	0.0307692307692308	0.00885250320924262	0	0	0	27.7568965517241	0	0.0102885793871866	0
ENSG00000212304	0.0697435897435897	0	0	0	0	7.71465517241379	0	0	0
ENSG00000212552	0.00846153846153846	0	0	0	0	10.0589655172414	0	0	0
ENSG00000221116	0.232051282051282	0	0	0	0	62.1305172413793	0	0	0
ENSG00000221539	0.292307692307692	0.0701535301668806	0	0	0	8.29534482758621	0	0.0486462395543176	0
ENSG00000222386	0.00897435897435897	0.0114865468549422	0.153	0.015	0.301666666666667	5.09362068965517	0	0.010466713091922	0
ENSG00000224916	0.0294871794871795	0	0.187	0.00214285714285714	0.143333333333333	16.5291379310345	0.02	0	0
ENSG00000226572	0.133846153846154	0	0	0	0	29.6662068965517	0	0	0
ENSG00000227195	0.435384615384615	0.029467350449294	0.047	0	0.358333333333333	65.1531034482759	0	0.00993194986072423	0.216666666666667
ENSG00000230043	27.5717948717949	0	1.818	15.7575	41.095	1179.21396551724	2.615	0	7.02285714285714
ENSG00000230837	0.0666666666666667	0.141953363286264	0	0	0	14.335	0	0.111663147632312	0
ENSG00000236700	0.0169230769230769	0.0235182631578947	0.012	0.00642857142857143	0.075	19.3053448275862	0	0.0278435626740947	0.000476190476190476
ENSG00000238150	0.324102564102564	0.4950026957638	0	0.00214285714285714	0	36.1168965517241	0	0.455488077994429	0
ENSG00000238531	0	0.00959216944801027	0	0	0	5.53396551724138	0	0.0122888579387187	0
ENSG00000238650	0.362307692307692	0.050189216944801	0	0	0	9.96051724137931	0	0.0716033426183844	0
ENSG00000240341	0.0305128205128205	0	0	0	0	22.5239655172414	0	0	0
ENSG00000248993	0.235897435897436	0	0.038	0.00285714285714286	0.0266666666666667	12.2353448275862	0	0	0.00285714285714286
ENSG00000252139	0.0528205128205128	0	0	0	0	18.8993103448276	0	0	0
ENSG00000253945	0	0.0729797175866495	0	0	0	140.494482758621	0	0.0613922005571031	0
ENSG00000257764	0.130512820512821	0	39.559	6.475	37.1383333333333	1202.26396551724	0.005	0	0.204285714285714
ENSG00000259225	0.0041025641025641	0.0200952220795892	0.034	0.0207142857142857	0.201666666666667	5.00068965517241	0	0.0214878105849582	0.000476190476190476
ENSG00000259590	0.0217948717948718	0.221244698331194	0.009	0	0.113333333333333	44.7910344827586	0	0.125609275766017	0
ENSG00000259760	0.0192307692307692	0.188962066752246	0.008	0	0	120.962586206897	0	0.100632311977716	0
ENSG00000264063	0.0576923076923077	0	0	0	0	35.1841379310345	0	0	0
ENSG00000264294	0.0528205128205128	0	0	0	0	23.6762068965517	0	0	0
ENSG00000264462	0.636153846153846	0.000830680359435173	0.075	0.0432142857142857	0.095	9.36137931034483	0.05	0	0.110952380952381
ENSG00000264549	0.538205128205128	0	0	0	0	6.34689655172414	0	0	0
ENSG00000265145	0	0.0059803594351733	0	0	0	6.79275862068966	0	0.00654902506963788	0
ENSG00000265573	0	0	0	0	0	122.649482758621	0	0	0
ENSG00000265936	1.27666666666667	0.313182349165597	0	0.00964285714285714	0	22.706724137931	0	0.239375766016713	0
ENSG00000266241	0.0625641025641026	0	0	0	0	24.6789655172414	0	0	0
ENSG00000266727	0.208717948717949	0	0	0	0	7.56379310344828	0	0	0
ENSG00000266835	0.0171794871794872	0.181247907573813	0.057	0.00357142857142857	0.125	8.40310344827586	0.005	0.134498885793872	0.0323809523809524
ENSG00000273331	0.00461538461538461	0	0.031	0.000714285714285714	0.09	11.2624137931034	0.0025	0	0.00380952380952381
ENSG00000273684	0.232051282051282	0	0	0	0	120.530862068966	0	0	0
ENSG00000273834	0.111538461538462	0	0	0	0	12.8794827586207	0	0	0
ENSG00000273870	0.0230769230769231	0.921754608472401	0	0	0	17.1886206896552	0	0.560976044568245	0
ENSG00000273885	0.491025641025641	0	0	0	0	35.0494827586207	0	0	0
ENSG00000274544	0.694615384615385	0.13985648267009	0	0	0	26.6960344827586	0	0.101753760445682	0
ENSG00000274582	0.116923076923077	0	0.537	0	0	10.8387931034483	0	0	0.347142857142857
ENSG00000274655	0.857692307692308	0	0	0	0	31.6370689655172	0	0	0
ENSG00000275209	0	0	0	0	0	47.3260344827586	0	0	0
ENSG00000275385	0.0276923076923077	4.8543205648267	0.016	0.0178571428571429	0.0433333333333333	102.873793103448	0.02	0.780500362116992	0.101428571428571
ENSG00000275708	0.636153846153846	0.00211822849807445	0.075	0.0432142857142857	0.095	9.36137931034483	0.05	0.000532869080779944	0.110952380952381
ENSG00000275834	0.0853846153846154	0.0121300385109114	0	0	0	261.772931034483	0	0.00925041782729805	0
ENSG00000276758	0	0.0085382541720154	0	0	0	6.43068965517241	0	0.00535403899721448	0
ENSG00000276784	0.258717948717949	0	0	0	0	6.57137931034483	0	0	0
ENSG00000276788	0.692307692307692	0.143908729139923	0	0	0	38.615	0	0.145940668523677	0
ENSG00000276924	0.295384615384615	0	0	0	0	635.832586206897	0	0	0
ENSG00000277437	0.0576923076923077	0	0	0	0	35.1841379310345	0	0	0
ENSG00000277644	0	0	0	0	0	47.3260344827586	0	0	0
ENSG00000278047	0.295384615384615	0	0	0	0	635.832586206897	0	0	0
ENSG00000278597	0	0	0	0	0	47.3260344827586	0	0	0
ENSG00000279868	1010.72051282051	0	0	0	0	19788.8155172414	0	0	0
ENSG00000280102	45.3323076923077	0	0	0	0	20772.6437931034	0	0	0
ENSG00000280589	0.0615384615384615	0	0	0	0	31.9627586206897	0	0	0
ENSG00000280602	1010.72051282051	0	0	0	0	19788.8155172414	0	0	0
ENSG00000281010	0.153076923076923	0	0	0	0	9.66844827586207	0	0	0
ENSG00000281068	0.272564102564103	0	0	0	0	23.283275862069	0	0	0
ENSG00000281096	0.0871794871794872	0	0	0	0	5.49862068965517	0	0	0
ENSG00000281117	0.112051282051282	0	0	0	0	12.9872413793103	0	0	0
ENSG00000281147	0.106410256410256	0	0	0	0	39.3287931034483	0	0	0
ENSG00000281156	0.0148717948717949	0	0	0	0	23.0039655172414	0	0	0
ENSG00000281206	69.3335897435897	0	0	0	0	1178.60275862069	0	0	0
ENSG00000281220	0.159230769230769	0	0	0	0	6.43862068965517	0	0	0.123333333333333
ENSG00000281255	962.828974358974	0	0	0	0	9236.74362068965	0	0	0
ENSG00000281428	0	0	0	0	0	32.6162068965517	0	0	0
ENSG00000281458	0.287435897435897	0	0	0	0	10.5224137931034	0	0	0
ENSG00000281678	0.567692307692308	0	0	0	0	31.6353448275862	0	0	0
ENSG00000281893	586.738461538462	0	0	0	0	19355.7527586207	0	0	0
ENSG00000117281	0.0953846153846154	0.517782200256739	0.414	0.0314285714285714	0.485	0.706206896551724	38.2625	0.438391977715877	0.931428571428571
ENSG00000143185	0.0192307692307692	0.566280706033376	0.597	0.0260714285714286	0.0116666666666667	0.178620689655172	35.8925	0.82799651810585	0.766190476190476
ENSG00000189430	0.0176923076923077	0.130417779204108	0.296	0.798928571428571	0.151666666666667	0.309827586206897	21.215	0.101252506963788	0.314761904761905
ENSG00000198574	0.0241025641025641	0.293621797175867	0.356	0.09	0.085	1.12413793103448	21.3075	0.17355008356546	0.060952380952381
ENSG00000005001	0.00692307692307692	0.89441702182285	0	0	0	0.18551724137931	0.0325	14.8821288300836	0.0814285714285714
ENSG00000016082	0.00282051282051282	1.32053391527599	0.002	0.000357142857142857	0.075	0	0	12.7529810584958	0.000476190476190476
ENSG00000066405	0.000769230769230769	1.06651152888318	0.007	0.00571428571428571	0.0366666666666667	0.0046551724137931	0	440.431183008357	0
ENSG00000096088	0.00769230769230769	18.4741540179718	0.023	0.00357142857142857	0	0.005	0	44716.5816503343	0.00571428571428571
ENSG00000099769	0.0943589743589744	0.781549948652118	0.032	0.0403571428571429	0.0116666666666667	0.0122413793103448	0.0175	11.7371256267409	0.0480952380952381
ENSG00000100604	0.00358974358974359	31.0762077021823	0	0.0228571428571429	0	0.00741379310344828	0.0075	402.733177437326	0
ENSG00000100665	0.000256410256410256	0.0597944929396662	0.004	0.00107142857142857	0.00833333333333333	0.000517241379310345	0	17.3301269916435	0
ENSG00000101842	0.0743589743589744	0.176635854942234	0.066	0.0171428571428571	0.02	0.0117241379310345	0	102.208650807799	2.94857142857143
ENSG00000105398	0.00102564102564103	0.228500159178434	0.008	0	0.09	0.00655172413793103	0	12.6920132451253	0
ENSG00000105641	0.0212820512820513	0.0771201758664955	0.077	0.00642857142857143	0.0483333333333333	0.0251724137931034	0	30.4769722395543	0.200952380952381
ENSG00000105675	0.00461538461538462	0.375046758664955	0.002	0	0	0.00172413793103448	0	1244.51126191365	0
ENSG00000105707	0.0141025641025641	1.15463933247754	0.027	0.0635714285714286	0.273333333333333	0.116551724137931	0	53.8681284122563	0.00857142857142857
ENSG00000107159	0.0294871794871795	2.69003658536585	0.008	0.0025	0.0433333333333333	0.00293103448275862	0.005	459.000647075209	0.00428571428571429
ENSG00000107295	0.0161538461538462	0.688236444159178	0.022	0.00107142857142857	0.0966666666666667	0.00551724137931035	0	10.0684857938719	0
ENSG00000108602	0.0276923076923077	1.78401355584082	0.01	0.00857142857142857	0.0933333333333333	0.0455172413793103	0.0125	120.604791643454	0.00714285714285714
ENSG00000109511	0.0115384615384615	0.775723568677792	0.017	0	0.065	0.000172413793103448	0.0025	275.400695988858	0
ENSG00000109956	0.0120512820512821	1.00732766367137	0.003	0.0025	0.00333333333333333	0.00741379310344828	0.3625	21.7826641504178	0.19
ENSG00000110148	0.00282051282051282	0.293173046213094	0.005	0.00142857142857143	0.228333333333333	0.00189655172413793	0	38.5680521727019	0.000476190476190476
ENSG00000110195	0.00205128205128205	0.276250474967908	0.027	0.005	0.103333333333333	0.0312068965517241	0	10.4944288579387	0.000476190476190476
ENSG00000114771	0	0.372504942233633	0.139	0.000714285714285714	0.67	0	0	15.6984537325905	0
ENSG00000115386	0.00948717948717949	76.3844289730424	0.017	0	0.015	0	0	855.671985431755	0
ENSG00000118017	0.00358974358974359	0.257776649550706	0.026	0.000357142857142857	0.171666666666667	0.0258620689655172	0	5.78538972144847	0
ENSG00000118271	0.0041025641025641	1.69452059050064	0.022	0.00142857142857143	0.0466666666666667	0.000172413793103448	0	19.9699643175487	0
ENSG00000124232	0.00487179487179487	0.10533326957638	0	0	0	0.000172413793103448	0	7.64808699164345	0.000476190476190476
ENSG00000124713	0.353846153846154	1.34658337612323	0.205	0.462142857142857	0.483333333333333	0.509137931034483	0.125	56.3489693593315	0.202857142857143
ENSG00000124920	0.24025641025641	4.48413902439024	0.101	0.0153571428571429	0.0766666666666667	0.112241379310345	0.1825	113.877746239554	0.0538095238095238
ENSG00000125285	0.00102564102564103	0.0339151309370988	0.054	0	0.00166666666666667	0	0	9.75095153203343	0
ENSG00000125999	0.00384615384615385	0.307772251604621	0.007	0.00285714285714286	0.01	0.00344827586206897	0	13.6909217827298	0
ENSG00000130700	0.000512820512820513	0.358186250320924	0.265	0.0214285714285714	0.09	0.000344827586206897	0	14.2574958774373	0
ENSG00000130957	0.0107692307692308	0.336607483953787	0.002	0.00107142857142857	0.00333333333333333	0.00637931034482759	0	41.9553144568245	0
ENSG00000131668	0.00487179487179487	3.37771273427471	0.007	0	0.02	0.00224137931034483	0	211.559863788301	0
ENSG00000131910	0.00333333333333333	0.372662901155327	0.049	0.00107142857142857	0	0	0	28.99018	0
ENSG00000134216	0.0128205128205128	0.0272953401797176	0.002	0	0	0.000344827586206897	0	271.363101643454	0.00142857142857143
ENSG00000134812	0.00333333333333333	0.841134455712452	0.006	0.0228571428571429	0.191666666666667	0.000172413793103448	0	1424.03128451253	0
ENSG00000136574	0.00512820512820513	0.2671136957638	0.072	0.00107142857142857	0.0233333333333333	0.00275862068965517	0	28.8195270835655	0
ENSG00000137857	0.0738461538461539	1.84325712451861	0.02	0.0128571428571429	0.136666666666667	0.640172413793103	0.0075	68.7022033426184	0.00619047619047619
ENSG00000138109	0.00948717948717949	1.35435064698331	0.022	0	0.09	0.0160344827586207	0	14.3191744289694	0
ENSG00000138115	0.224102564102564	0.769099050064185	0.064	0.015	0.113333333333333	0.0125862068965517	0.045	13.1845477437326	0.0471428571428571
